Main Reason to Travel,Most Important Factor for Trip Planning,Favorite Activity,Most Appealing Destination,Ideal Group Size,Gender,Student,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Recommendation
To go on an adventure,Variety of activities at destination,Walk,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To go on an adventure,Variety of activities at destination,Old Town,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To go on an adventure,Variety of activities at destination,Sunshine,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To look at and appreciate beautiful places,Variety of activities at destination,Food,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To look at and appreciate beautiful places,Variety of activities at destination,History,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To look at and appreciate beautiful places,Variety of activities at destination,Landmark,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To look at and appreciate beautiful places,Variety of activities at destination,Tourist Attractions,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To look at and appreciate beautiful places,Variety of activities at destination,Seaside,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To look at and appreciate beautiful places,Variety of activities at destination,Walk,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To look at and appreciate beautiful places,Variety of activities at destination,Old Town,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To look at and appreciate beautiful places,Variety of activities at destination,Sunshine,An old city with interesting architecture,4,Female,Yes,6,4,5,6,3,Spain/Portugal
To learn more about a language or a culture,Time,Climb,An overnight backpacking trip on a volcano,1,Male,No,7,5,3,6,3,Spain/Portugal
To go on an adventure,Time,Climb,An overnight backpacking trip on a volcano,1,Male,No,7,5,3,6,3,Spain/Portugal
To climb,Time,Climb,An overnight backpacking trip on a volcano,1,Male,No,7,5,3,6,3,Spain/Portugal
To learn more about a language or a culture,Variety of activities at destination,Walk,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To learn more about a language or a culture,Variety of activities at destination,Tourist Attractions,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To learn more about a language or a culture,Variety of activities at destination,Food,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To learn more about a language or a culture,Variety of activities at destination,Museum,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To explore architecture and history,Variety of activities at destination,Walk,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To explore architecture and history,Variety of activities at destination,Tourist Attractions,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To explore architecture and history,Variety of activities at destination,Food,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To explore architecture and history,Variety of activities at destination,Museum,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To go on an adventure,Variety of activities at destination,Walk,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To go on an adventure,Variety of activities at destination,Tourist Attractions,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To go on an adventure,Variety of activities at destination,Food,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To go on an adventure,Variety of activities at destination,Museum,An old city with interesting architecture,3,Male,Yes,7,4,6,5,3,Sweden/Norway
To look at and appreciate beautiful places,Budget,Snowboard,An overnight backpacking trip on a volcano,2,Male,Yes,6,6,4,3,2,Switzerland
To look at and appreciate beautiful places,Budget,Hike,An overnight backpacking trip on a volcano,2,Male,Yes,6,6,4,3,2,Switzerland
To look at and appreciate beautiful places,Budget,Food,An overnight backpacking trip on a volcano,2,Male,Yes,6,6,4,3,2,Switzerland
To look at and appreciate beautiful places,Budget,Road Trip,An overnight backpacking trip on a volcano,2,Male,Yes,6,6,4,3,2,Switzerland
To look at and appreciate beautiful places,Budget,Countryside,An overnight backpacking trip on a volcano,2,Male,Yes,6,6,4,3,2,Switzerland
To meet new people,Budget,Walk,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To meet new people,Budget,UN Headquarter,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To meet new people,Budget,Landmark,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To meet new people,Budget,Friends,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To see the wonders of nature,Budget,Walk,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To see the wonders of nature,Budget,UN Headquarter,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To see the wonders of nature,Budget,Landmark,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To see the wonders of nature,Budget,Friends,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To learn more about a language or a culture,Budget,Walk,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To learn more about a language or a culture,Budget,UN Headquarter,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To learn more about a language or a culture,Budget,Landmark,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To learn more about a language or a culture,Budget,Friends,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To explore architecture and history,Budget,Walk,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To explore architecture and history,Budget,UN Headquarter,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To explore architecture and history,Budget,Landmark,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To explore architecture and history,Budget,Friends,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To go on an adventure,Budget,Walk,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To go on an adventure,Budget,UN Headquarter,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To go on an adventure,Budget,Landmark,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To go on an adventure,Budget,Friends,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To look at and appreciate beautiful places,Budget,Walk,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To look at and appreciate beautiful places,Budget,UN Headquarter,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To look at and appreciate beautiful places,Budget,Landmark,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To look at and appreciate beautiful places,Budget,Friends,An overnight backpacking trip on a volcano,2,Female,Yes,4,3,3,3,3,Switzerland
To meet new people,Aesthetic of destination,Hike,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To meet new people,Aesthetic of destination,Transit,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To meet new people,Aesthetic of destination,Cottage,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To meet new people,Aesthetic of destination,Friends,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To meet new people,Aesthetic of destination,Road Trip,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To meet new people,Aesthetic of destination,Chocolae Factory,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To see the wonders of nature,Aesthetic of destination,Hike,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To see the wonders of nature,Aesthetic of destination,Transit,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To see the wonders of nature,Aesthetic of destination,Cottage,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To see the wonders of nature,Aesthetic of destination,Friends,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To see the wonders of nature,Aesthetic of destination,Road Trip,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To see the wonders of nature,Aesthetic of destination,Chocolae Factory,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To relax and escape work and responsibilities,Aesthetic of destination,Hike,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To relax and escape work and responsibilities,Aesthetic of destination,Transit,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To relax and escape work and responsibilities,Aesthetic of destination,Cottage,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To relax and escape work and responsibilities,Aesthetic of destination,Friends,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To relax and escape work and responsibilities,Aesthetic of destination,Road Trip,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To relax and escape work and responsibilities,Aesthetic of destination,Chocolae Factory,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To spend quality time with family/friends,Aesthetic of destination,Hike,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To spend quality time with family/friends,Aesthetic of destination,Transit,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To spend quality time with family/friends,Aesthetic of destination,Cottage,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To spend quality time with family/friends,Aesthetic of destination,Friends,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To spend quality time with family/friends,Aesthetic of destination,Road Trip,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To spend quality time with family/friends,Aesthetic of destination,Chocolae Factory,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To go on an adventure,Aesthetic of destination,Hike,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To go on an adventure,Aesthetic of destination,Transit,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To go on an adventure,Aesthetic of destination,Cottage,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To go on an adventure,Aesthetic of destination,Friends,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To go on an adventure,Aesthetic of destination,Road Trip,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To go on an adventure,Aesthetic of destination,Chocolae Factory,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To look at and appreciate beautiful places,Aesthetic of destination,Hike,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To look at and appreciate beautiful places,Aesthetic of destination,Transit,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To look at and appreciate beautiful places,Aesthetic of destination,Cottage,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To look at and appreciate beautiful places,Aesthetic of destination,Friends,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To look at and appreciate beautiful places,Aesthetic of destination,Road Trip,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To look at and appreciate beautiful places,Aesthetic of destination,Chocolae Factory,An all-inclusive resort,3,Female,Yes,3,7,3,1,6,Switzerland
To see the wonders of nature,Budget,Hike,A relaxing day at the beach,3,Male,No,5,6,3,6,5,Switzerland
To see the wonders of nature,Budget,Food,A relaxing day at the beach,3,Male,No,5,6,3,6,5,Switzerland
To learn more about a language or a culture,Budget,Hike,A relaxing day at the beach,3,Male,No,5,6,3,6,5,Switzerland
To learn more about a language or a culture,Budget,Food,A relaxing day at the beach,3,Male,No,5,6,3,6,5,Switzerland
To go on an adventure,Budget,Hike,A relaxing day at the beach,3,Male,No,5,6,3,6,5,Switzerland
To go on an adventure,Budget,Food,A relaxing day at the beach,3,Male,No,5,6,3,6,5,Switzerland
To look at and appreciate beautiful places,Budget,Hike,A relaxing day at the beach,3,Male,No,5,6,3,6,5,Switzerland
To look at and appreciate beautiful places,Budget,Food,A relaxing day at the beach,3,Male,No,5,6,3,6,5,Switzerland
To relax and escape work and responsibilities,Time,Culture,An overnight backpacking trip on a volcano,1,Male,No,5,5,3,1,3,Switzerland
To meet new people,Proximity to nature,Cycle,An overnight backpacking trip on a volcano,1,Female,Yes,5,4,3,6,2,China/Taiwan
To see the wonders of nature,Proximity to nature,Cycle,An overnight backpacking trip on a volcano,1,Female,Yes,5,4,3,6,2,China/Taiwan
